nu,mu_meV,E_meV
4.478497281265447216e-01,7.650303181958530985e+00,4.599762551892785822e+00
4.483440434997528201e-01,7.647758988491082377e+00,4.603543585548359296e+00
4.488383588729609741e-01,7.645850843390495477e+00,4.607323518774232518e+00
4.493326742461690726e-01,7.644578746656771173e+00,4.611102665978890514e+00
4.498269896193771711e-01,7.643306649923045981e+00,4.614881184366576683e+00
4.503213049925852696e-01,7.643306649923045981e+00,4.618659388345776939e+00
4.508156203657933681e-01,7.643306649923045981e+00,4.622437592324977196e+00
4.513099357390014665e-01,7.643306649923045981e+00,4.626215796304177452e+00
4.518042511122095650e-01,7.642670601556183385e+00,4.629993843079135196e+00
4.522985664854177190e-01,7.641398504822459969e+00,4.633771418241364515e+00
4.527928818586258175e-01,7.640126408088734777e+00,4.637548364586622007e+00
4.532871972318339160e-01,7.638854311355009585e+00,4.641324682114907674e+00
4.537815126050420145e-01,7.638218262988147877e+00,4.645100528030464915e+00
4.542758279782501130e-01,7.638218262988147877e+00,4.648876216741778755e+00
4.547701433514582114e-01,7.638218262988147877e+00,4.652651905453092596e+00
4.552644587246663099e-01,7.638854311355010474e+00,4.656427751368649837e+00
4.557587740978744639e-01,7.639490359721872181e+00,4.660203911692692991e+00
4.562530894710825624e-01,7.640126408088734777e+00,4.663980386425221170e+00
4.567474048442906609e-01,7.639490359721872181e+00,4.667756861157749348e+00
4.572417202174987594e-01,7.636946166254423574e+00,4.671532549869063189e+00
4.577360355907068579e-01,7.633129876053249774e+00,4.675306666537947464e+00
4.582303509639149564e-01,7.628677537485213378e+00,4.679078739551673749e+00
4.587246663371231103e-01,7.622953102183453566e+00,4.682848297297514506e+00
4.592189817103312088e-01,7.616592618514831159e+00,4.686614868162738645e+00
4.597132970835393073e-01,7.608960038112482671e+00,4.690377980534618629e+00
4.602076124567474058e-01,7.602599554443860264e+00,4.694137634413154458e+00
4.607019278299555043e-01,7.596875119142099564e+00,4.697894301411074558e+00
4.611962432031636028e-01,7.591786732207201460e+00,4.701648295936864841e+00
4.616905585763717013e-01,7.586698345272303357e+00,4.705399775194768708e+00
4.621848739495798553e-01,7.580973909970542657e+00,4.709148581980543646e+00
4.626791893227879537e-01,7.575885523035644553e+00,4.712894716294187880e+00
4.631735046959960522e-01,7.570797136100746449e+00,4.716638335339945698e+00
4.636678200692041507e-01,7.563800604065261446e+00,4.720378967505087786e+00
4.641621354424122492e-01,7.555531975296052138e+00,4.724115826768399806e+00
4.646564508156203477e-01,7.545991249793116751e+00,4.727848284312909932e+00
4.651507661888284462e-01,7.535178427556458836e+00,4.731575711321647226e+00
4.656450815620366002e-01,7.525637702053524336e+00,4.735298107794610800e+00
4.661393969352446986e-01,7.516096976550590725e+00,4.739015788140286567e+00
4.666337123084527971e-01,7.507828347781381417e+00,4.742729066767160440e+00
4.671280276816608956e-01,7.502739960846483314e+00,4.746439044104932670e+00
4.676223430548689941e-01,7.500831815745895526e+00,4.750147292196032822e+00
4.681166584280770926e-01,7.502103912479620718e+00,4.753855383082890462e+00
4.686109738012852466e-01,7.507192299414518821e+00,4.757565046012177667e+00
4.691052891744933451e-01,7.515460928183728129e+00,4.761278010230565627e+00
4.695996045477014436e-01,7.526273750420386932e+00,4.764995690576241394e+00
4.700939199209095420e-01,7.538994717757631747e+00,4.768719187478905219e+00
4.705882352941176405e-01,7.551715685094878339e+00,4.772448972551285529e+00
4.710825506673257390e-01,7.563800604065261446e+00,4.776184888589139810e+00
4.715768660405338375e-01,7.573977377935058541e+00,4.779926306775497125e+00
4.720711814137419915e-01,7.580337861603680949e+00,4.783671812272170420e+00
4.725654967869500900e-01,7.583518103437992153e+00,4.787419675832486732e+00
4.730598121601581885e-01,7.583518103437992153e+00,4.791168325414018270e+00
4.735541275333662870e-01,7.579065764869955757e+00,4.794915874565849556e+00
4.740484429065743854e-01,7.572069232834470753e+00,4.798660594041307625e+00
4.745427582797824839e-01,7.563164555698399738e+00,4.802401383410693114e+00
4.750370736529905824e-01,7.551715685094878339e+00,4.806137142244304883e+00
4.755313890261987364e-01,7.540902862858219535e+00,4.809867398929414506e+00
4.760257043994068349e-01,7.529453992254698136e+00,4.813592153466021983e+00
4.765200197726149334e-01,7.517369073284315917e+00,4.817311091445641402e+00
4.770143351458230319e-01,7.505920202680794517e+00,4.821024212868272762e+00
4.775086505190311303e-01,7.494471332077273118e+00,4.824731674938158577e+00
4.780029658922392288e-01,7.482386413106890011e+00,4.828433320451056332e+00
4.784972812654473828e-01,7.471573590870231207e+00,4.832129306611209429e+00
4.789915966386554813e-01,7.460760768633572404e+00,4.835819947827102894e+00
4.794859120118635798e-01,7.449947946396913601e+00,4.839505244098736725e+00
4.799802273850716783e-01,7.439135124160254797e+00,4.843185195426110923e+00
4.804745427582797768e-01,7.429594398657320298e+00,4.846860116217711401e+00
4.809688581314878753e-01,7.420053673154386686e+00,4.850530320882024959e+00
4.814631735046959737e-01,7.411148996018314783e+00,4.854195966623293224e+00
4.819574888779041277e-01,7.402244318882242879e+00,4.857857210645760482e+00
4.824518042511122262e-01,7.393339641746171864e+00,4.861514052949424958e+00
4.829461196243203247e-01,7.384434964610099073e+00,4.865166493534288428e+00
4.834404349975284232e-01,7.376166335840889765e+00,4.868814689604592516e+00
4.839347503707365217e-01,7.367261658704817862e+00,4.872458641160338111e+00
4.844290657439446202e-01,7.357720933201884250e+00,4.876098033793038411e+00
4.849233811171527186e-01,7.348180207698949751e+00,4.879732710298450904e+00
4.854176964903608726e-01,7.338639482196015251e+00,4.883362670676576478e+00
4.859120118635689711e-01,7.328462708326219044e+00,4.886987757723170844e+00
4.864063272367770696e-01,7.317649886089560241e+00,4.890607657029748978e+00
4.869006426099851681e-01,7.306201015486039729e+00,4.894222054187824966e+00
4.873949579831932666e-01,7.294116096515656622e+00,4.897830634788912896e+00
4.878892733564013651e-01,7.281395129178410031e+00,4.901433084424526854e+00
4.883835887296094636e-01,7.268038113474302619e+00,4.905029088686180927e+00
4.888779041028176175e-01,7.253409001036470904e+00,4.908618175961146690e+00
4.893722194760257160e-01,7.238143840231776593e+00,4.912199874636694830e+00
4.898665348492338145e-01,7.222242631060218798e+00,4.915773870304339432e+00
4.903608502224419130e-01,7.206341421888661891e+00,4.919340005759837986e+00
4.908551655956500115e-01,7.189804164350242388e+00,4.922898123798947978e+00
4.913494809688581100e-01,7.173266906811822885e+00,4.926448067217426008e+00
4.918437963420662640e-01,7.156093600906541674e+00,4.929989678811029563e+00
4.923381117152743625e-01,7.138920295001261351e+00,4.933522801375515243e+00
4.928324270884824609e-01,7.121746989095979252e+00,4.937047434910883048e+00
4.933267424616905594e-01,7.104573683190698041e+00,4.940563579417132978e+00
4.938210578348986579e-01,7.086128280551691638e+00,4.944070920485779119e+00
4.943153732081067564e-01,7.067682877912685235e+00,4.947569143708335559e+00
4.948096885813148549e-01,7.049873523640542317e+00,4.951058406289045699e+00
4.953040039545230089e-01,7.033336266102122813e+00,4.954539179840637964e+00
4.957983193277311074e-01,7.021887395498601414e+00,4.958013036405541918e+00
4.962926347009392058e-01,7.019343202031151918e+00,4.961483434477101717e+00
4.967869500741473043e-01,7.029519975900949014e+00,4.964955718999576106e+00
4.972812654473554028e-01,7.054325862208577824e+00,4.968436649755410883e+00
4.977755808205635013e-01,7.094396909320900946e+00,4.971933615344024560e+00
4.982698961937715998e-01,7.149733117237918378e+00,4.975454161569076383e+00
4.987642115669797538e-01,7.217790292492182402e+00,4.979005205417255553e+00
4.992585269401878523e-01,7.295388193249380038e+00,4.982592249037063326e+00
4.997528423133959508e-01,7.379346577675201857e+00,4.986219222534573170e+00
5.002471576866041048e-01,7.463941010467884496e+00,4.989887855156458052e+00
5.007414730598122032e-01,7.546627298159979347e+00,4.993597832494230282e+00
5.012357884330203017e-01,7.622953102183453566e+00,4.997347110892733646e+00
5.017301038062284002e-01,7.684013745402231699e+00,5.001130345407707622e+00
5.022244191794364987e-01,7.730445276183177228e+00,5.004940147439735476e+00
5.027187345526445972e-01,7.761611646159429334e+00,5.008769128389399583e+00
5.032130499258526957e-01,7.776240758597261049e+00,5.012609428044554782e+00
5.037073652990607942e-01,7.776240758597261049e+00,5.016453343397296649e+00
5.042016806722688926e-01,7.762247694526291930e+00,5.020293800256694361e+00
5.046959960454769911e-01,7.738077856585524827e+00,5.024124824861516458e+00
5.051903114186850896e-01,7.711999873544172601e+00,5.027943430331148100e+00
5.056846267918931881e-01,7.685285842135956003e+00,5.031748987848617460e+00
5.061789421651012866e-01,7.658571810727740292e+00,5.035541340209681138e+00
5.066732575383094961e-01,7.633129876053249774e+00,5.039320801822825935e+00
5.071675729115175946e-01,7.608323989745620963e+00,5.043087844300779388e+00
5.076618882847256931e-01,7.585426248538578164e+00,5.046843096460513323e+00
5.081562036579337915e-01,7.563800604065260558e+00,5.050587344323242966e+00
5.086505190311418900e-01,7.543447056325668143e+00,5.054321216705939257e+00
5.091448344043499885e-01,7.525001653686661740e+00,5.058045499629817421e+00
5.096391497775580870e-01,7.507192299414518821e+00,5.061760821911849284e+00
5.101334651507661855e-01,7.490655041876099318e+00,5.065467655164763272e+00
5.106277805239742840e-01,7.475389881071404119e+00,5.069166628205531211e+00
5.111220958971823825e-01,7.461396817000434112e+00,5.072858369851124927e+00
5.116164112703904809e-01,7.447403752929464993e+00,5.076543194510030332e+00
5.121107266435985794e-01,7.434682785592219290e+00,5.080221416590732453e+00
5.126050420168066779e-01,7.422597866621835294e+00,5.083893507705960602e+00
5.130993573900147764e-01,7.410512947651453075e+00,5.087559625059958179e+00
5.135936727632229859e-01,7.398428028681069080e+00,5.091219768652725186e+00
5.140879881364310844e-01,7.386979158077548568e+00,5.094874095688503246e+00
5.145823035096391829e-01,7.374894239107165461e+00,5.098522606167293247e+00
5.150766188828472814e-01,7.363445368503644062e+00,5.102165300089095190e+00
5.155709342560553798e-01,7.351996497900123551e+00,5.105802334658151587e+00
5.160652496292634783e-01,7.339911578929740443e+00,5.109433552670219925e+00
5.165595650024715768e-01,7.328462708326219044e+00,5.113058954125300204e+00
5.170538803756796753e-01,7.317013837722697644e+00,5.116678696227635825e+00
5.175481957488877738e-01,7.305564967119177133e+00,5.120292778977225900e+00
5.180425111220958723e-01,7.294752144882518330e+00,5.123901359578313830e+00
5.185368264953039708e-01,7.284575371012721234e+00,5.127504752439385527e+00
5.190311418685120692e-01,7.274398597142925027e+00,5.131103114764683504e+00
5.195254572417201677e-01,7.266129968373716608e+00,5.134696918166937074e+00
5.200197726149283772e-01,7.258497387971369008e+00,5.138286791463118064e+00
5.205140879881364757e-01,7.251500855935884005e+00,5.141873049061710610e+00
5.210084033613445742e-01,7.244504323900399001e+00,5.145455848166959001e+00
5.215027187345526727e-01,7.237507791864913109e+00,5.149035188778863237e+00
5.219970341077607712e-01,7.230511259829428994e+00,5.152611070897423318e+00
5.224913494809688697e-01,7.222878679427081394e+00,5.156183337318395843e+00
5.229856648541769681e-01,7.214610050657871199e+00,5.159751673633295788e+00
5.234799802273850666e-01,7.206341421888662779e+00,5.163315922637879751e+00
5.239742956005931651e-01,7.196800696385727392e+00,5.166875769923661821e+00
5.244686109738012636e-01,7.188532067616518084e+00,5.170431215490641996e+00
5.249629263470093621e-01,7.180263438847308777e+00,5.173982573747306191e+00
5.254572417202174606e-01,7.171994810078098581e+00,5.177529844693654404e+00
5.259515570934255591e-01,7.164998278042613578e+00,5.181073342738172549e+00
5.264458724666336575e-01,7.156729649273403382e+00,5.184613067880860626e+00
5.269401878398418670e-01,7.148461020504194963e+00,5.188148705713233610e+00
5.274345032130499655e-01,7.140192391734984767e+00,5.191680256235289725e+00
5.279288185862580640e-01,7.130651666232051156e+00,5.195207405038543946e+00
5.284231339594661625e-01,7.120474892362254948e+00,5.198729680510267848e+00
5.289174493326742610e-01,7.110298118492458741e+00,5.202246925446218029e+00
5.294117647058823595e-01,7.098213199522074746e+00,5.205758668233666064e+00
5.299060800790904580e-01,7.086764328918554234e+00,5.209264594464126041e+00
5.304003954522985564e-01,7.074679409948171127e+00,5.212764704137597960e+00
5.308947108255066549e-01,7.063230539344649728e+00,5.216258997254081820e+00
5.313890261987147534e-01,7.051145620374265732e+00,5.219747473813577621e+00
5.318833415719228519e-01,7.039060701403883513e+00,5.223229976611841963e+00
5.323776569451309504e-01,7.026975782433499518e+00,5.226706505648875734e+00
5.328719723183390489e-01,7.015526911829978118e+00,5.230177218128921446e+00
5.333662876915472584e-01,7.002805944492733303e+00,5.233641956847736587e+00
5.338606030647553569e-01,6.990084977155488488e+00,5.237100407396834356e+00
5.343549184379634553e-01,6.978000058185104493e+00,5.240552726980458154e+00
5.348492338111715538e-01,6.967823284315308285e+00,5.243999544415578917e+00
5.353435491843796523e-01,6.962734897380409294e+00,5.247442588948869613e+00
5.358378645575877508e-01,6.962734897380410182e+00,5.250884375848217545e+00
5.363321799307958493e-01,6.969095381049033477e+00,5.254327734789994153e+00
5.368264953040039478e-01,6.983088445120003485e+00,5.257776124267544482e+00
5.373208106772120463e-01,7.004078041226458495e+00,5.261233159978455198e+00
5.378151260504201447e-01,7.030156024267810722e+00,5.264701828803342920e+00
5.383094414236282432e-01,7.060686345877201120e+00,5.268184488805850663e+00
5.388037567968363417e-01,7.091852715853452338e+00,5.271682397619921190e+00
5.392980721700444402e-01,7.122383037462840960e+00,5.275195555245555390e+00
5.397923875432526497e-01,7.146552875403607175e+00,5.278722232436082074e+00
5.402867029164607482e-01,7.163090132942027566e+00,5.282258970698154421e+00
5.407810182896688467e-01,7.171358761711235985e+00,5.285801839925700740e+00
5.412753336628769452e-01,7.171994810078098581e+00,5.289346910012648451e+00
5.417696490360850436e-01,7.165634326409476174e+00,5.292890565261409108e+00
5.422639644092931421e-01,7.152913359072230470e+00,5.296429504382882847e+00
5.427582797825012406e-01,7.135104004800087552e+00,5.299960897700696449e+00
5.432525951557093391e-01,7.118566747261667160e+00,5.303483801989392177e+00
5.437469105289174376e-01,7.105209731557559749e+00,5.306999317678670280e+00
5.442412259021255361e-01,7.096305054421487846e+00,5.310509331219446238e+00
5.447355412753336346e-01,7.091852715853452338e+00,5.314016043471120554e+00
5.452298566485417330e-01,7.090580619119727146e+00,5.317521340884608705e+00
5.457241720217498315e-01,7.092488764220314934e+00,5.321026795502339368e+00
5.462184873949579300e-01,7.095669006054626138e+00,5.324533507754013684e+00
5.467128027681661395e-01,7.098213199522074746e+00,5.328041634843875052e+00
5.472071181413742380e-01,7.098849247888937342e+00,5.331550547954950758e+00
5.477014335145823365e-01,7.096305054421488734e+00,5.335058989453297151e+00
5.481957488877904350e-01,7.091216667486589742e+00,5.338565544500728954e+00
5.486900642609985335e-01,7.083584087084243031e+00,5.342068955463301627e+00
5.491843796342066319e-01,7.074043361581308531e+00,5.345568121911315806e+00
5.496786950074147304e-01,7.063230539344649728e+00,5.349062257823556266e+00
5.501730103806228289e-01,7.052417717107990924e+00,5.352551048791537980e+00
5.506673257538309274e-01,7.041604894871332121e+00,5.356034494815260061e+00
5.511616411270390259e-01,7.031428121001535914e+00,5.359512753098965909e+00
5.516559565002471244e-01,7.021251347131739706e+00,5.362985980846898038e+00
5.521502718734552229e-01,7.011710621628804319e+00,5.366454335263299846e+00
5.526445872466633213e-01,7.002169896125870707e+00,5.369917973552413848e+00
5.531389026198715309e-01,6.993901267356662288e+00,5.373377210122726844e+00
5.536332179930796293e-01,6.986904735321177284e+00,5.376832673791208883e+00
5.541275333662877278e-01,6.982452396753140889e+00,5.380285307783317705e+00
5.546218487394958263e-01,6.979908203285691393e+00,5.383736212528754450e+00
5.551161641127039248e-01,6.979908203285691393e+00,5.387186488457220257e+00
5.556104794859120233e-01,6.981816348386278293e+00,5.390637235998414489e+00
5.561047948591201218e-01,6.985632638587452092e+00,5.394089398377794886e+00
5.565991102323282202e-01,6.989448928788625892e+00,5.397543447208090761e+00
5.570934256055363187e-01,6.991993122256074500e+00,5.400999068080815313e+00
5.575877409787444172e-01,6.992629170622937096e+00,5.404455474974755091e+00
5.580820563519525157e-01,6.991357073889211904e+00,5.407911724664451469e+00
5.585763717251606142e-01,6.987540783688038104e+00,5.411366716720204195e+00
5.590706870983687127e-01,6.981816348386278293e+00,5.414819350712313017e+00
5.595650024715768112e-01,6.974183767983930693e+00,5.418268683415321085e+00
5.600593178447850207e-01,6.965915139214721385e+00,5.421714086012256573e+00
5.605536332179931192e-01,6.957646510445512078e+00,5.425155401298875191e+00
5.610479485912012176e-01,6.949377881676301882e+00,5.428592629275177828e+00
5.615422639644093161e-01,6.941109252907091687e+00,5.432025769941164484e+00
5.620365793376174146e-01,6.932840624137883268e+00,5.435454823296835158e+00
5.625308947108255131e-01,6.924571995368673072e+00,5.438879789342189852e+00
5.630252100840336116e-01,6.917575463333188068e+00,5.442300982485714478e+00
5.635195254572417101e-01,6.910578931297703065e+00,5.445718717135894948e+00
5.640138408304498085e-01,6.903582399262218061e+00,5.449132993292731264e+00
5.645081562036579070e-01,6.897221915593595654e+00,5.452543968160465937e+00
5.650024715768660055e-01,6.890861431924972358e+00,5.455951798943342368e+00
5.654967869500741040e-01,6.885136996623212546e+00,5.459356642845603069e+00
5.659911023232822025e-01,6.880048609688314443e+00,5.462758814275733954e+00
5.664854176964904120e-01,6.874324174386554631e+00,5.466158313233736799e+00
5.669797330696985105e-01,6.869871835818518235e+00,5.469555296923851451e+00
5.674740484429066090e-01,6.866691593984207032e+00,5.472950394163051513e+00
5.679683638161147075e-01,6.862239255416170636e+00,5.476343604951336097e+00
5.684626791893228059e-01,6.859059013581859432e+00,5.479734929288706091e+00
5.689569945625309044e-01,6.855878771747548228e+00,5.483124681583646520e+00
5.694513099357390029e-01,6.853334578280098732e+00,5.486513019040400785e+00
5.699456253089471014e-01,6.851426433179511832e+00,5.489900256067454798e+00
5.704399406821551999e-01,6.850154336445786640e+00,5.493286707073293584e+00
5.709342560553632984e-01,6.848882239712062336e+00,5.496672529262161433e+00
5.714285714285713969e-01,6.848882239712062336e+00,5.500058037042543368e+00
5.719228868017794953e-01,6.848882239712063225e+00,5.503443544822925304e+00
5.724172021749875938e-01,6.849518288078924932e+00,5.506829209807549752e+00
5.729115175481958033e-01,6.848882239712062336e+00,5.510214874792175088e+00
5.734058329214039018e-01,6.848246191345200629e+00,5.513600225368313623e+00
5.739001482946120003e-01,6.846974094611475437e+00,5.516985104331723733e+00
5.743944636678200988e-01,6.845065949510889425e+00,5.520369197273918616e+00
5.748887790410281973e-01,6.842521756043439929e+00,5.523752189786413247e+00
5.753830944142362958e-01,6.839977562575990433e+00,5.527133924664965114e+00
5.758774097874443942e-01,6.836797320741679229e+00,5.530514244705329929e+00
5.763717251606524927e-01,6.834253127274230621e+00,5.533893149907508580e+00
5.768660405338605912e-01,6.830436837073056822e+00,5.537270483067258553e+00
5.773603559070686897e-01,6.825348450138157830e+00,5.540645615367607135e+00
5.778546712802767882e-01,6.820260063203259726e+00,5.544018232400069301e+00
5.783489866534848867e-01,6.814535627901499026e+00,5.547388176960401651e+00
5.788433020266929852e-01,6.808175144232876619e+00,5.550755134640118271e+00
5.793376173999010836e-01,6.801814660564254211e+00,5.554118948234976649e+00
5.798319327731092931e-01,6.795454176895630916e+00,5.557479617744977674e+00
5.803262481463173916e-01,6.789729741593870216e+00,5.560837300374362080e+00
5.808205635195254901e-01,6.784641354658973000e+00,5.564192310531616670e+00
5.813148788927335886e-01,6.780189016090936605e+00,5.567544962625227356e+00
5.818091942659416871e-01,6.777008774256625401e+00,5.570895728267923452e+00
5.823035096391497856e-01,6.773828532422314197e+00,5.574244921868189984e+00
5.827978250123578841e-01,6.771284338954865589e+00,5.577592700630270350e+00
5.832921403855659825e-01,6.768740145487415205e+00,5.580939221758407065e+00
5.837864557587740810e-01,6.766195952019966597e+00,5.584284485252601016e+00
5.842807711319821795e-01,6.763015710185655394e+00,5.587628333908607914e+00
5.847750865051902780e-01,6.758563371617618998e+00,5.590970296113700222e+00
5.852694018783983765e-01,6.754111033049583490e+00,5.594310057459391139e+00
5.857637172516064750e-01,6.749022646114685386e+00,5.597647460741439041e+00
5.862580326248146845e-01,6.743298210812924687e+00,5.600982191551358014e+00
5.867523479980227830e-01,6.737573775511163987e+00,5.604314092684902882e+00
5.872466633712308814e-01,6.731849340209404176e+00,5.607643164142075420e+00
5.877409787444389799e-01,6.726760953274505184e+00,5.610969563127118143e+00
5.882352941176470784e-01,6.721672566339607080e+00,5.614293446844274449e+00
5.887296094908551769e-01,6.715948131037846380e+00,5.617614658089300939e+00
5.892239248640632754e-01,6.710223695736086569e+00,5.620933039657955099e+00
5.897182402372713739e-01,6.703863212067464161e+00,5.624248434345993530e+00
5.902125556104794724e-01,6.696866680031979158e+00,5.627560527744930319e+00
5.907068709836875708e-01,6.689234099629631558e+00,5.630869005446280440e+00
5.912011863568956693e-01,6.680965470860421362e+00,5.634173553041557092e+00
5.916955017301037678e-01,6.672696842091211167e+00,5.637474013326517763e+00
5.921898171033118663e-01,6.664428213322001859e+00,5.640770386301162453e+00
5.926841324765199648e-01,6.656159584552792552e+00,5.644062671965491162e+00
5.931784478497281743e-01,6.647890955783582356e+00,5.647350870319504779e+00
5.936727632229362728e-01,6.640258375381234757e+00,5.650635138567444926e+00
5.941670785961443713e-01,6.632625794978888045e+00,5.653915633913555006e+00
5.946613939693524697e-01,6.624993214576541334e+00,5.657192356357835017e+00
5.951557093425605682e-01,6.616724585807331138e+00,5.660465148696041560e+00
5.956500247157686667e-01,6.607819908671259235e+00,5.663733696519689609e+00
5.961443400889767652e-01,6.599551279902049927e+00,5.666997999828778276e+00
5.966386554621848637e-01,6.591918699499702328e+00,5.670258373031794363e+00
5.971329708353929622e-01,6.586194264197942516e+00,5.673515444945708808e+00
5.976272862086010607e-01,6.584286119097355616e+00,5.676770630408707774e+00
5.981216015818091591e-01,6.586830312564805112e+00,5.680025973075950141e+00
5.986159169550172576e-01,6.593826844600290116e+00,5.683283673806836411e+00
5.991102323282253561e-01,6.605275715203810627e+00,5.686545933460767088e+00
5.996045477014335656e-01,6.619904827641643230e+00,5.689814638488658538e+00
6.000988630746416641e-01,6.637078133546925329e+00,5.693091203728695149e+00
6.005931784478497626e-01,6.655523536185929956e+00,5.696376572406335548e+00
6.010874938210578611e-01,6.672696842091212055e+00,5.699670744521579735e+00
6.015818091942659596e-01,6.686053857795319466e+00,5.702972462440484058e+00
6.020761245674740580e-01,6.695594583298253966e+00,5.706279839712133040e+00
6.025704399406821565e-01,6.700682970233152069e+00,5.709590832681369577e+00
6.030647553138902550e-01,6.701955066966876373e+00,5.712903397693035679e+00
6.035590706870983535e-01,6.698774825132565169e+00,5.716215491091972467e+00
6.040533860603064520e-01,6.692414341463942762e+00,5.719525226427265352e+00
6.045477014335145505e-01,6.683509664327869970e+00,5.722831188860728169e+00
6.050420168067226490e-01,6.673968938824936359e+00,5.726132592371146579e+00
6.055363321799307474e-01,6.665064261688865344e+00,5.729429436958520583e+00
6.060306475531389570e-01,6.656795632919655148e+00,5.732722037031336093e+00
6.065249629263470554e-01,6.649163052517307548e+00,5.736010706998078135e+00
6.070192782995551539e-01,6.644074665582410333e+00,5.739296232879961046e+00
6.075135936727632524e-01,6.638350230280648745e+00,5.742579086289715029e+00
6.080079090459713509e-01,6.633261843345749753e+00,5.745859267227339195e+00
6.085022244191794494e-01,6.628809504777715134e+00,5.749137090101319458e+00
6.089965397923875479e-01,6.624357166209679626e+00,5.752412712115898330e+00
6.094908551655956463e-01,6.619904827641643230e+00,5.755686133271076699e+00
6.099851705388037448e-01,6.615452489073606834e+00,5.758957353566853676e+00
6.104794859120118433e-01,6.611000150505571327e+00,5.762226373003230151e+00
6.109738012852199418e-01,6.607183860304397527e+00,5.765493348784448635e+00
6.114681166584280403e-01,6.603367570103223727e+00,5.768758438114751641e+00
6.119624320316361388e-01,6.600187328268912523e+00,5.772021798198382569e+00
6.124567474048442373e-01,6.597007086434601320e+00,5.775283586239584821e+00
6.129510627780524468e-01,6.593826844600290116e+00,5.778543802238358396e+00
6.134453781512605453e-01,6.590646602765978912e+00,5.781802446194701517e+00
6.139396935244686437e-01,6.586830312564804224e+00,5.785059360904372561e+00
6.144340088976767422e-01,6.583014022363631312e+00,5.788314389163129015e+00
6.149283242708848407e-01,6.578561683795594917e+00,5.791567373766727478e+00
6.154226396440929392e-01,6.572837248493834217e+00,5.794817843102439525e+00
6.159169550173010377e-01,6.567748861558936113e+00,5.798065639966021756e+00
6.164112703905091362e-01,6.562024426257176302e+00,5.801310764357474170e+00
6.169055857637172346e-01,6.556299990955414714e+00,5.804553059072554255e+00
6.173999011369253331e-01,6.551211604020517498e+00,5.807792681315504524e+00
6.178942165101334316e-01,6.546759265452481102e+00,5.811029945494810889e+00
6.183885318833415301e-01,6.543579023618169899e+00,5.814265323223201776e+00
6.188828472565496286e-01,6.541034830150721291e+00,5.817499286113406498e+00
6.193771626297578381e-01,6.537854588316409199e+00,5.820731834165425944e+00
6.198714780029659366e-01,6.535310394848959703e+00,5.823962967379258338e+00
6.203657933761740351e-01,6.532766201381511095e+00,5.827192842959147079e+00
6.208601087493821336e-01,6.528949911180337295e+00,5.830421146496607143e+00
6.213544241225902320e-01,6.523861524245439192e+00,5.833647249174665816e+00
6.218487394957983305e-01,6.518137088943678492e+00,5.836870679380594673e+00
6.223430548690064290e-01,6.511776605275056085e+00,5.840091122705907800e+00
6.228373702422145275e-01,6.504780073239571081e+00,5.843308264742120173e+00
6.233316856154226260e-01,6.498419589570948673e+00,5.846522105489230903e+00
6.238260009886307245e-01,6.491423057535463670e+00,5.849732644947239990e+00
6.243203163618388229e-01,6.485062573866840374e+00,5.852939883116148323e+00
6.248146317350469214e-01,6.479974186931942270e+00,5.856144291608683439e+00
6.253089471082550199e-01,6.474885799997043279e+00,5.859346184833332138e+00
6.258032624814631184e-01,6.470433461429008659e+00,5.862545719994336935e+00
6.262975778546713279e-01,6.466617171227834859e+00,5.865743211500184628e+00
6.267918932278794264e-01,6.461528784292935867e+00,5.868938502146630931e+00
6.272862086010875249e-01,6.457712494091762068e+00,5.872131591933675843e+00
6.277805239742956234e-01,6.453260155523725672e+00,5.875322638065562764e+00
6.282748393475037219e-01,6.447535720221965860e+00,5.878511168929563269e+00
6.287691547207118203e-01,6.441175236553343453e+00,5.881696712912948044e+00
6.292634700939199188e-01,6.435450801251582753e+00,5.884879270015717090e+00
6.297577854671280173e-01,6.429090317582959457e+00,5.888058840237871294e+00
6.302521008403361158e-01,6.423365882281199646e+00,5.891235423579409769e+00
6.307464162135442143e-01,6.417005398612576350e+00,5.894409020040332514e+00
6.312407315867523128e-01,6.411280963310815650e+00,5.897579629620639530e+00
6.317350469599604113e-01,6.406192576375918435e+00,5.900747566728816729e+00
6.322293623331685097e-01,6.401104189441019443e+00,5.903912988569107512e+00
6.327236777063767192e-01,6.395379754139259632e+00,5.907075737937269366e+00
6.332179930795848177e-01,6.390291367204360640e+00,5.910235814833300516e+00
6.337123084527929162e-01,6.384566931902600828e+00,5.913393219257202738e+00
6.342066238260010147e-01,6.378206448233978421e+00,5.916547636800489229e+00
6.347009391992091132e-01,6.371845964565355125e+00,5.919698910258917479e+00
6.351952545724172117e-01,6.364849432529870121e+00,5.922846882428244086e+00
6.356895699456253102e-01,6.358488948861246826e+00,5.925991553308469051e+00
6.361838853188334086e-01,6.352128465192624418e+00,5.929133080103835773e+00
6.366782006920415071e-01,6.345131933157139414e+00,5.932271305610100853e+00
6.371725160652496056e-01,6.339407497855378715e+00,5.935406387031507691e+00
6.376668314384577041e-01,6.334955159287343207e+00,5.938538953185028113e+00
6.381611468116658026e-01,6.330502820719306811e+00,5.941669318479147144e+00
6.386554621848739011e-01,6.326050482151270415e+00,5.944797482913865672e+00
6.391497775580821106e-01,6.321598143583234908e+00,5.947923446489183696e+00
