nu,mu_meV,E_meV
8.561303258145362971e-01,4.412355686032409352e+00,7.164979025499912169e+00
8.567669172932330657e-01,4.402583014707352582e+00,7.167784782930974430e+00
8.574035087719298343e-01,4.392788602097400741e+00,7.170584312242588965e+00
8.580401002506266028e-01,4.382972302450014901e+00,7.173377599548046213e+00
8.586766917293233714e-01,4.373133968376813563e+00,7.176164630867331695e+00
8.593132832080200290e-01,4.363273450827750644e+00,7.178945392126075298e+00
8.599498746867167975e-01,4.353390599064764110e+00,7.181719869154487235e+00
8.605864661654135661e-01,4.343485260634899703e+00,7.184488047686271806e+00
8.612230576441102237e-01,4.333557281342867995e+00,7.187249913357527831e+00
8.618596491228069922e-01,4.323606505223033913e+00,7.190005451705633099e+00
8.624962406015037608e-01,4.313632774510840484e+00,7.192754648168104836e+00
8.631328320802005294e-01,4.303635929613615296e+00,7.195497488081447734e+00
8.637694235588972980e-01,4.293615809080780110e+00,7.198233956679979784e+00
8.644060150375939555e-01,4.283572249573428081e+00,7.200964039094638558e+00
8.650426065162907241e-01,4.273505085833257944e+00,7.203687720351773294e+00
8.656791979949874927e-01,4.263414150650845613e+00,7.206404985371907657e+00
8.663157894736842612e-01,4.253299274833247878e+00,7.209115818968490075e+00
8.669523809523809188e-01,4.243160287170895550e+00,7.211820205846620979e+00
8.675889724310776874e-01,4.232997014403784064e+00,7.214518130601758727e+00
8.682255639097744560e-01,4.222809281186933106e+00,7.217209577718400659e+00
8.688621553884712245e-01,4.212596910055085075e+00,7.219894531568746388e+00
8.694987468671678821e-01,4.202359721386642377e+00,7.222572976411335333e+00
8.701353383458646507e-01,4.192097533366796469e+00,7.225244896389665605e+00
8.707719298245614192e-01,4.181810161949861993e+00,7.227910275530781803e+00
8.714085213032581878e-01,4.171497420820763580e+00,7.230569097743844154e+00
8.720451127819548454e-01,4.161159121355665569e+00,7.233221346818671904e+00
8.726817042606516139e-01,4.150795072581710876e+00,7.235867006424260950e+00
8.733182957393483825e-01,4.140405081135872578e+00,7.238506060107273932e+00
8.739548872180451511e-01,4.129988951222861360e+00,7.241138491290506352e+00
8.745914786967419197e-01,4.119546484572065737e+00,7.243764283271323379e+00
8.752280701754385772e-01,4.109077480393528603e+00,7.246383419220071787e+00
8.758646616541353458e-01,4.098581735332892606e+00,7.248995882178460803e+00
8.765012531328321144e-01,4.088059043425319672e+00,7.251601655057915430e+00
8.771378446115287719e-01,4.077509196048331397e+00,7.254200720637897781e+00
8.777744360902255405e-01,4.066931981873542767e+00,7.256793061564203562e+00
8.784110275689223091e-01,4.056327186817282993e+00,7.259378660347220347e+00
8.790476190476190776e-01,4.045694593990031507e+00,7.261957499360159218e+00
8.796842105263158462e-01,4.035033983644662925e+00,7.264529560837250877e+00
8.803208020050125038e-01,4.024345133123460982e+00,7.267094826871910662e+00
8.809573934837092724e-01,4.013627816803850834e+00,7.269653279414869829e+00
8.815939849624060409e-01,4.002881806042841717e+00,7.272204900272266848e+00
8.822305764411026985e-01,3.992106869120109813e+00,7.274749671103709403e+00
8.828671679197994671e-01,3.981302771179695110e+00,7.277287573420296418e+00
8.835037593984962356e-01,3.970469274170280727e+00,7.279818588582601002e+00
8.841403508771930042e-01,3.959606136783989427e+00,7.282342697798618758e+00
8.847769423558897728e-01,3.948713114393673340e+00,7.284859882121675234e+00
8.854135338345865414e-01,3.937789958988636929e+00,7.287370122448290743e+00
8.860501253132831989e-01,3.926836419108759024e+00,7.289873399516005215e+00
8.866867167919799675e-01,3.915852239776936639e+00,7.292369693901164851e+00
8.873233082706767361e-01,3.904837162429850572e+00,7.294858986016654612e+00
8.879598997493733936e-01,3.893790924846938228e+00,7.297341256109596941e+00
8.885964912280701622e-01,3.882713261077558542e+00,7.299816484259001648e+00
8.892330827067669308e-01,3.871603901366290401e+00,7.302284650373363384e+00
8.898696741854636993e-01,3.860462572076283738e+00,7.304745734188218265e+00
8.905062656641604679e-01,3.849288995610617103e+00,7.307199715263647199e+00
8.911428571428571255e-01,3.838082890331598218e+00,7.309646572981728596e+00
8.917794486215538940e-01,3.826843970477932899e+00,7.312086286543941327e+00
8.924160401002506626e-01,3.815571946079705068e+00,7.314518834968509964e+00
8.930526315789473202e-01,3.804266522871081690e+00,7.316944197087699386e+00
8.936892230576440888e-01,3.792927402200678255e+00,7.319362351545053436e+00
8.943258145363408573e-01,3.781554280939511070e+00,7.321773276792569618e+00
8.949624060150376259e-01,3.770146851386440900e+00,7.324176951087821408e+00
8.955989974937343945e-01,3.758704801171042664e+00,7.326573352491016600e+00
8.962355889724310520e-01,3.747227813153800380e+00,7.328962458861991713e+00
8.968721804511278206e-01,3.735715565323538989e+00,7.331344247857146001e+00
8.975087719298245892e-01,3.724167730692015787e+00,7.333718696926303515e+00
8.981453634085212467e-01,3.712583977185551554e+00,7.336085783309512109e+00
8.987819548872180153e-01,3.700963967533599686e+00,7.338445484033771393e+00
8.994185463659147839e-01,3.689307359154181398e+00,7.340797775909684297e+00
9.000551378446115525e-01,3.677613804036028888e+00,7.343142635528042916e+00
9.006917293233083210e-01,3.665882948617359194e+00,7.345480039256330862e+00
9.013283208020050896e-01,3.654114433661137973e+00,7.347809963235151010e+00
9.019649122807017472e-01,3.642307894126720846e+00,7.350132383374571532e+00
9.026015037593985157e-01,3.630462959037728421e+00,7.352447275350391109e+00
9.032380952380952843e-01,3.618579251346049297e+00,7.354754614600312657e+00
9.038746867167919419e-01,3.606656387791786322e+00,7.357054376320038003e+00
9.045112781954887105e-01,3.594693978759034181e+00,7.359346535459265759e+00
9.051478696741854790e-01,3.582691628127322669e+00,7.361631066717597704e+00
9.057844611528822476e-01,3.570648933118566681e+00,7.363907944540350137e+00
9.064210526315790162e-01,3.558565484139348367e+00,7.366177143114263970e+00
9.070576441102756737e-01,3.546440864618368938e+00,7.368438636363116245e+00
9.076942355889724423e-01,3.534274650838872933e+00,7.370692397943224172e+00
9.083308270676692109e-01,3.522066411765881533e+00,7.372938401238839923e+00
9.089674185463658684e-01,3.509815708867996875e+00,7.375176619357437069e+00
9.096040100250626370e-01,3.497522095933592645e+00,7.377407025124880668e+00
9.102406015037594056e-01,3.485185118881185762e+00,7.379629591080473006e+00
9.108771929824561742e-01,3.472804315563722710e+00,7.381844289471888310e+00
9.115137844611529427e-01,3.460379215566578459e+00,7.384051092249967141e+00
9.121503759398496003e-01,3.447909339998999734e+00,7.386249971063392650e+00
9.127869674185463689e-01,3.435394201278725745e+00,7.388440897253222950e+00
9.134235588972431374e-01,3.422833302909542130e+00,7.390623841847287601e+00
9.140601503759397950e-01,3.410226139251444799e+00,7.392798775554441093e+00
9.146967418546365636e-01,3.397572195283121488e+00,7.394965668758666233e+00
9.153333333333333321e-01,3.384870946356466348e+00,7.397124491513022981e+00
9.159699248120301007e-01,3.372121857942751433e+00,7.399275213533439199e+00
9.166065162907268693e-01,3.359324385370134003e+00,7.401417804192337968e+00
9.172431077694236379e-01,3.346477973552131502e+00,7.403552232512095266e+00
9.178796992481202954e-01,3.333582056706681840e+00,7.405678467158317346e+00
9.185162907268170640e-01,3.320636058065367990e+00,7.407796476432944033e+00
9.191528822055138326e-01,3.307639389572426758e+00,7.409906228267154837e+00
9.197894736842104901e-01,3.294591451573051444e+00,7.412007690214085898e+00
9.204260651629072587e-01,3.281491632490531885e+00,7.414100829441344409e+00
9.210626566416040273e-01,3.268339308491780670e+00,7.416185612723311671e+00
9.216992481203007959e-01,3.255133843140660233e+00,7.418262006433229416e+00
9.223358395989975644e-01,3.241874587038622302e+00,7.420329976535065875e+00
9.229724310776942220e-01,3.228560877452058442e+00,7.422389488575142025e+00
9.236090225563909906e-01,3.215192037925753255e+00,7.424440507673520706e+00
9.242456140350877591e-01,3.201767377881833632e+00,7.426482998515143485e+00
9.248822055137844167e-01,3.188286192203498182e+00,7.428516925340709065e+00
9.255187969924811853e-01,3.174747760802837604e+00,7.430542251937279907e+00
9.261553884711779538e-01,3.161151348172021258e+00,7.432558941628608196e+00
9.267919799498747224e-01,3.147496202917000829e+00,7.434566957265170473e+00
9.274285714285714910e-01,3.133781557272952156e+00,7.436566261213902962e+00
9.280651629072681486e-01,3.120006626600536848e+00,7.438556815347617146e+00
9.287017543859649171e-01,3.106170608862045768e+00,7.440538581034092935e+00
9.293383458646616857e-01,3.092272684076482037e+00,7.442511519124828112e+00
9.299749373433583433e-01,3.078312013752461773e+00,7.444475589943435168e+00
9.306115288220551118e-01,3.064287740297880980e+00,7.446430753273672210e+00
9.312481203007518804e-01,3.050198986405155743e+00,7.448376968347083960e+00
9.318847117794486490e-01,3.036044854410784311e+00,7.450314193830251064e+00
9.325213032581454176e-01,3.021824425627894328e+00,7.452242387811616631e+00
9.331578947368420751e-01,3.007536759650414560e+00,7.454161507787882890e+00
9.337944862155388437e-01,2.993180893627324757e+00,7.456071510649953993e+00
9.344310776942356123e-01,2.978755841505447144e+00,7.457972352668404525e+00
9.350676691729323808e-01,2.964260593239059993e+00,7.459863989478461299e+00
9.357042606516290384e-01,2.949694113964556053e+00,7.461746376064462893e+00
9.363408521303258070e-01,2.935055343138234463e+00,7.463619466743791619e+00
9.369774436090225755e-01,2.920343193635202894e+00,7.465483215150233498e+00
9.376140350877193441e-01,2.905556550807196103e+00,7.467337574216760032e+00
9.382506265664161127e-01,2.890694271497032730e+00,7.469182496157694473e+00
9.388872180451127702e-01,2.875755183007226989e+00,7.471017932450230603e+00
9.395238095238095388e-01,2.860738082020106710e+00,7.472843833815289827e+00
9.401604010025063074e-01,2.845641733466677259e+00,7.474660150197663278e+00
9.407969924812029650e-01,2.830464869341149381e+00,7.476466830745423842e+00
9.414335839598997335e-01,2.815206187457955700e+00,7.478263823788565468e+00
9.420701754385965021e-01,2.799864350147826642e+00,7.480051076816826239e+00
9.427067669172932707e-01,2.784437982889160779e+00,7.481828536456665013e+00
9.433433583959900393e-01,2.768925672870801158e+00,7.483596148447345442e+00
9.439799498746866968e-01,2.753325967481908165e+00,7.485353857616079409e+00
9.446165413533834654e-01,2.737637372724396556e+00,7.487101607852185481e+00
9.452531328320802340e-01,2.721858351543021470e+00,7.488839342080210848e+00
9.458897243107768915e-01,2.705987322067800349e+00,7.490567002231961702e+00
9.465263157894736601e-01,2.690022655763110393e+00,7.492284529217386968e+00
9.471629072681704287e-01,2.673962675477346451e+00,7.493991862894247902e+00
9.477994987468671972e-01,2.657805653386478006e+00,7.495688942036517588e+00
9.484360902255639658e-01,2.641549808824409595e+00,7.497375704301432187e+00
9.490726817042606234e-01,2.625193305992426396e+00,7.499052086195120204e+00
9.497092731829573919e-01,2.608734251539353899e+00,7.500718023036740512e+00
9.503458646616541605e-01,2.592170692003469945e+00,7.502373448921026089e+00
9.509824561403509291e-01,2.575500611106295246e+00,7.504018296679158873e+00
9.516190476190475867e-01,2.558721926887733034e+00,7.505652497837868253e+00
9.522556390977443552e-01,2.541832488670964452e+00,7.507275982576655515e+00
9.528922305764411238e-01,2.524830073844650080e+00,7.508888679683019873e+00
9.535288220551378924e-01,2.507712384448730347e+00,7.510490516505584857e+00
9.541654135338346610e-01,2.490477043549023328e+00,7.512081418904972274e+00
9.548020050125313185e-01,2.473121591384429330e+00,7.513661311202306514e+00
9.554385964912280871e-01,2.455643481269015993e+00,7.515230116125181326e+00
9.560751879699248557e-01,2.438040075229725545e+00,7.516787754750934525e+00
9.567117794486215132e-01,2.420308639358486502e+00,7.518334146447056554e+00
9.573483709273182818e-01,2.402446338855559027e+00,7.519869208808543704e+00
9.579849624060150504e-01,2.384450232738698716e+00,7.521392857591983727e+00
9.586215538847118189e-01,2.366317268190127443e+00,7.522905006646164239e+00
9.592581453634085875e-01,2.348044274510585616e+00,7.524405567838953424e+00
9.598947368421052451e-01,2.329627956646534770e+00,7.525894450980199046e+00
9.605313283208020136e-01,2.311064888253089755e+00,7.527371563740355320e+00
9.611679197994987822e-01,2.292351504251348260e+00,7.528836811564535658e+00
9.618045112781954398e-01,2.273484092834296533e+00,7.530290097581652908e+00
9.624411027568922083e-01,2.254458786870529252e+00,7.531731322508275817e+00
9.630776942355889769e-01,2.235271554649433057e+00,7.533160384546804700e+00
9.637142857142857455e-01,2.215918189905044855e+00,7.534577179277527570e+00
9.643508771929825141e-01,2.196394301048698594e+00,7.535981599544071763e+00
9.649874686716791716e-01,2.176695299532381611e+00,7.537373535331725272e+00
9.656240601503759402e-01,2.156816387255418910e+00,7.538752873638046026e+00
9.662606516290727088e-01,2.136752542916627640e+00,7.540119498335118742e+00
9.668972431077694774e-01,2.116498507201889367e+00,7.541473290022750575e+00
9.675338345864661349e-01,2.096048766683399123e+00,7.542814125871831976e+00
9.681704260651629035e-01,2.075397536290854994e+00,7.544141879456989663e+00
9.688070175438596721e-01,2.054538740196763413e+00,7.545456420577576040e+00
9.694436090225564406e-01,2.033465990936768719e+00,7.546757615065931901e+00
9.700802005012532092e-01,2.012172566561727827e+00,7.548045324581726945e+00
9.707167919799498668e-01,1.990651385589846889e+00,7.549319406391058251e+00
9.713533834586466353e-01,1.968894979494317354e+00,7.550579713128817261e+00
9.719899749373434039e-01,1.946895462423466228e+00,7.551826092542660795e+00
9.726265664160400615e-01,1.924644497805309662e+00,7.553058387216718295e+00
9.732631578947368300e-01,1.902133261435540845e+00,7.554276434272917840e+00
9.738997493734335986e-01,1.879352400585520222e+00,7.555480065047546212e+00
9.745363408521303672e-01,1.856291988592772668e+00,7.556669104740342036e+00
9.751729323308271358e-01,1.832941474308677599e+00,7.557843372033045348e+00
9.758095238095237933e-01,1.809289625673025981e+00,7.559002678673891751e+00
9.764461152882205619e-01,1.785324466559282897e+00,7.560146829024050774e+00
9.770827067669173305e-01,1.761033205882940322e+00,7.561275619561394379e+00
9.777192982456139880e-01,1.736402157781862243e+00,7.562388838336294938e+00
9.783558897243107566e-01,1.711416651454772619e+00,7.563486264373319834e+00
9.789924812030075252e-01,1.686060928971375716e+00,7.564567667011701246e+00
9.796290726817042938e-01,1.660318029032682219e+00,7.565632805176279341e+00
9.802656641604010623e-01,1.634169654245887671e+00,7.566681426569203062e+00
9.809022556390977199e-01,1.607596018962878404e+00,7.567713266770951464e+00
9.815388471177944885e-01,1.580575674086009741e+00,7.568728048237160166e+00
9.821754385964912570e-01,1.553085304431021996e+00,7.569725479175184013e+00
9.828120300751880256e-01,1.525099493202574763e+00,7.570705252281197950e+00
9.834486215538846832e-01,1.496590446813662822e+00,7.571667043314736389e+00
9.840852130325814517e-01,1.467527671569117231e+00,7.572610509482743169e+00
9.847218045112782203e-01,1.437877591503612607e+00,7.573535287599059806e+00
9.853583959899749889e-01,1.407603093728974741e+00,7.574440991977567705e+00
9.859949874686717575e-01,1.376662983740949642e+00,7.575327212007239019e+00
9.866315789473684150e-01,1.345011327881556085e+00,7.576193509344522070e+00
9.872681704260651836e-01,1.312596652996210977e+00,7.577039414641693504e+00
9.879047619047619522e-01,1.279360963443863852e+00,7.577864423707578290e+00
9.885413533834586097e-01,1.245238521774515661e+00,7.578667992967284661e+00
9.891779448621553783e-01,1.210154319679242363e+00,7.579449534047145498e+00
9.898145363408521469e-01,1.174022137255292364e+00,7.580208407255242697e+00
9.904511278195489155e-01,1.136742046417145602e+00,7.580943913649544896e+00
9.910877192982456840e-01,1.098197150524345744e+00,7.581655285273633638e+00
9.917243107769423416e-01,1.058249253600946460e+00,7.582341672976199654e+00
9.923609022556391102e-01,1.016732995468384360e+00,7.583002130985302180e+00
9.929974937343358787e-01,9.734477312117313375e-01,7.583635597031137543e+00
9.936340852130325363e-01,9.281459942963916632e-01,7.584240866211938048e+00
9.942706766917293049e-01,8.805166029414710493e-01,7.584816555810557581e+00
9.949072681704260734e-01,8.301590145163402212e-01,7.585361056571001903e+00
9.955438596491228420e-01,7.765426522155074451e-01,7.585872462865926202e+00
9.961804511278196106e-01,7.189387957518000860e-01,7.586348468239088483e+00
9.968170426065163792e-01,6.562983264980974951e-01,7.586786200355694731e+00
9.974536340852130367e-01,5.870110686276461820e-01,7.587181940438854966e+00
9.980902255639098053e-01,5.083664977341886271e-01,7.587530594451205701e+00
9.987268170426064628e-01,4.150795072581789924e-01,7.587824523380112929e+00
9.993634085213032314e-01,2.935055343138301964e-01,7.588050062979811550e+00
1.000000000000000000e+00,0.000000000000000000e+00,7.588143484540858630e+00
