% Model,Dot-bridge-boundary.mph
% Version,COMSOL 6.0.0.318
% Date,"Oct 4 2025, 17:51"
% Table,Table 1 - Surface Integration 1
% r_hole (nm),D_Br_TG (nm),lambda (nm),V_QPC (V),"Electric displacement field, z component (C)"
129.99999999999997,175,7.999999999999999,0.5,-9.535492507670615E-18
129.99999999999997,175,7.999999999999999,0.8,-1.085003020817663E-17
129.99999999999997,175,7.999999999999999,1.1,-1.2164566289280072E-17
129.99999999999997,175,7.999999999999999,1.4,-1.3479101805260449E-17
129.99999999999997,175,7.999999999999999,1.7,-1.4793637490620888E-17
129.99999999999997,175,9,0.5,-8.700310977990251E-18
129.99999999999997,175,9,0.8,-1.0099551589066363E-17
129.99999999999997,175,9,1.1,-1.1498782731031634E-17
129.99999999999997,175,9,1.4,-1.2898014449794974E-17
129.99999999999997,175,9,1.7,-1.429724678734169E-17
129.99999999999997,175,9.999999999999998,0.5,-7.996854656268987E-18
129.99999999999997,175,9.999999999999998,0.8,-9.467465619528632E-18
129.99999999999997,175,9.999999999999998,1.1,-1.0938076636684601E-17
129.99999999999997,175,9.999999999999998,1.4,-1.2408688491434207E-17
129.99999999999997,175,9.999999999999998,1.7,-1.38793009420957E-17
129.99999999999997,200,0.9999999999999999,0.5,-1.950309280105464E-17
129.99999999999997,200,0.9999999999999999,0.8,-1.993175304764637E-17
129.99999999999997,200,0.9999999999999999,1.1,-2.036041313090004E-17
129.99999999999997,200,0.9999999999999999,1.4,-2.078907318464213E-17
129.99999999999997,200,0.9999999999999999,1.7,-2.1217733288316993E-17
129.99999999999997,200,1.9999999999999998,0.5,-1.75946155937302E-17
129.99999999999997,200,1.9999999999999998,0.8,-1.8081897246775658E-17
129.99999999999997,200,1.9999999999999998,1.1,-1.856918054557268E-17
129.99999999999997,200,1.9999999999999998,1.4,-1.9056465054456677E-17
129.99999999999997,200,1.9999999999999998,1.7,-1.9543750403629235E-17
129.99999999999997,200,3,0.5,-1.5920952635126172E-17
129.99999999999997,200,3,0.8,-1.651244815217631E-17
129.99999999999997,200,3,1.1,-1.710394415201179E-17
129.99999999999997,200,3,1.4,-1.7695440381020108E-17
129.99999999999997,200,3,1.7,-1.8286936769656184E-17
129.99999999999997,200,3.9999999999999996,0.5,-1.4322396796780846E-17
129.99999999999997,200,3.9999999999999996,0.8,-1.5037388516272974E-17
129.99999999999997,200,3.9999999999999996,1.1,-1.5752375909698105E-17
129.99999999999997,200,3.9999999999999996,1.4,-1.646736473566804E-17
129.99999999999997,200,3.9999999999999996,1.7,-1.7182353588851896E-17
129.99999999999997,200,4.999999999999999,0.5,-1.2826392034353593E-17
129.99999999999997,200,4.999999999999999,0.8,-1.3665567349335935E-17
129.99999999999997,200,4.999999999999999,1.1,-1.4504754689705426E-17
129.99999999999997,200,4.999999999999999,1.4,-1.5343942028813448E-17
129.99999999999997,200,4.999999999999999,1.7,-1.618312935020102E-17
129.99999999999997,200,6,0.5,-1.1478649210595736E-17
129.99999999999997,200,6,0.8,-1.2432853181322489E-17
129.99999999999997,200,6,1.1,-1.3387071262230546E-17
129.99999999999997,200,6,1.4,-1.43412892936755E-17
129.99999999999997,200,6,1.7,-1.529552466054745E-17
129.99999999999997,200,7,0.5,-1.0300657266250176E-17
129.99999999999997,200,7,0.8,-1.135659617794344E-17
129.99999999999997,200,7,1.1,-1.241253501481753E-17
129.99999999999997,200,7,1.4,-1.3468488495310216E-17
129.99999999999997,200,7,1.7,-1.4524426461695188E-17
129.99999999999997,200,7.999999999999999,0.5,-9.291211464359797E-18
129.99999999999997,200,7.999999999999999,0.8,-1.0434762267034218E-17
129.99999999999997,200,7.999999999999999,1.1,-1.1578325180407208E-17
129.99999999999997,200,7.999999999999999,1.4,-1.272187501905629E-17
129.99999999999997,200,7.999999999999999,1.7,-1.3865424796046258E-17
129.99999999999997,200,9,0.5,-8.435908654324202E-18
129.99999999999997,200,9,0.8,-9.653853108353805E-18
129.99999999999997,200,9,1.1,-1.0871796664472991E-17
129.99999999999997,200,9,1.4,-1.2089739936893997E-17
129.99999999999997,200,9,1.7,-1.3307683286965962E-17
129.99999999999997,200,9.999999999999998,0.5,-7.714986192459178E-18
129.99999999999997,200,9.999999999999998,0.8,-8.995679802348171E-18
129.99999999999997,200,9.999999999999998,1.1,-1.0276372882453526E-17
129.99999999999997,200,9.999999999999998,1.4,-1.1557066306094905E-17
129.99999999999997,200,9.999999999999998,1.7,-1.283776014406337E-17
150,100,0.9999999999999999,0.5,-1.8281363907289613E-17
150,100,0.9999999999999999,0.8,-1.9496381405677235E-17
150,100,0.9999999999999999,1.1,-2.071139918111639E-17
150,100,0.9999999999999999,1.4,-2.192641713920034E-17
150,100,0.9999999999999999,1.7,-2.3141435193202392E-17
150,100,1.9999999999999998,0.5,-1.664933157279973E-17
150,100,1.9999999999999998,0.8,-1.7976509306011126E-17
150,100,1.9999999999999998,1.1,-1.9303687906035246E-17
150,100,1.9999999999999998,1.4,-2.063086724464286E-17
150,100,1.9999999999999998,1.7,-2.1958047151283627E-17
150,100,3,0.5,-1.527771692399161E-17
150,100,3,0.8,-1.6791114348222012E-17
150,100,3,1.1,-1.830456643001406E-17
150,100,3,1.4,-1.9817991070176814E-17
150,100,3,1.7,-2.1331415703044728E-17
150,100,3.9999999999999996,0.5,-1.4007623420569854E-17
150,100,3.9999999999999996,0.8,-1.5734811954296848E-17
150,100,3.9999999999999996,1.1,-1.7462000715635038E-17
150,100,3.9999999999999996,1.4,-1.918918964478009E-17
150,100,3.9999999999999996,1.7,-2.091637867318889E-17
150,100,4.999999999999999,0.5,-1.2844898738635675E-17
150,100,4.999999999999999,0.8,-1.4782060375827195E-17
150,100,4.999999999999999,1.1,-1.6719222397140324E-17
150,100,4.999999999999999,1.4,-1.8656384587151212E-17
150,100,4.999999999999999,1.7,-2.059354683399637E-17
150,100,6,0.5,-1.181479501946761E-17
150,100,6,0.8,-1.394271095184382E-17
150,100,6,1.1,-1.6070638545013175E-17
150,100,6,1.4,-1.8198566129206396E-17
150,100,6,1.7,-2.0326493663047996E-17
150,100,7,0.5,-1.092617915526792E-17
150,100,7,0.8,-1.3220141387076241E-17
150,100,7,1.1,-1.5514103677179075E-17
150,100,7,1.4,-1.7808065904852535E-17
150,100,7,1.7,-2.010204246188224E-17
150,100,7.999999999999999,0.5,-1.0172642028161301E-17
150,100,7.999999999999999,0.8,-1.260775456241956E-17
150,100,7.999999999999999,1.1,-1.5042867020631277E-17
150,100,7.999999999999999,1.4,-1.747799014002069E-17
150,100,7.999999999999999,1.7,-1.9913102642451728E-17
150,100,9,0.5,-9.539517243620735E-18
150,100,9,0.8,-1.2093206188092595E-17
150,100,9,1.1,-1.4646904053432926E-17
150,100,9,1.4,-1.7200593147488565E-17
150,100,9,1.7,-1.9754282205380694E-17
150,100,9.999999999999998,0.5,-9.009497921849626E-18
150,100,9.999999999999998,0.8,-1.1662337324664155E-17
150,100,9.999999999999998,1.1,-1.4315170054319343E-17
150,100,9.999999999999998,1.4,-1.6968002852841555E-17
150,100,9.999999999999998,1.7,-1.9620835914279022E-17
150,125,0.9999999999999999,0.5,-1.7962033411969596E-17
150,125,0.9999999999999999,0.8,-1.8934499277134934E-17
150,125,0.9999999999999999,1.1,-1.990696528118157E-17
150,125,0.9999999999999999,1.4,-2.0879431405189722E-17
150,125,0.9999999999999999,1.7,-2.1851897622956332E-17
150,125,1.9999999999999998,0.5,-1.6299270773455848E-17
150,125,1.9999999999999998,0.8,-1.736304591415339E-17
150,125,1.9999999999999998,1.1,-1.8426821736136347E-17
150,125,1.9999999999999998,1.4,-1.949059815126789E-17
150,125,1.9999999999999998,1.7,-2.0554375050862935E-17
150,125,3,0.5,-1.4876186229817912E-17
150,125,3,0.8,-1.6091507257644954E-17
150,125,3,1.1,-1.7306802519048178E-17
150,125,3,1.4,-1.8522097724209878E-17
150,125,3,1.7,-1.9737392915242476E-17
150,125,3.9999999999999996,0.5,-1.354490220197071E-17
150,125,3.9999999999999996,0.8,-1.4934596785440878E-17
150,125,3.9999999999999996,1.1,-1.6324291603102372E-17
150,125,3.9999999999999996,1.4,-1.7713986590808846E-17
150,125,3.9999999999999996,1.7,-1.9103681674894198E-17
150,125,4.999999999999999,0.5,-1.2319348679587928E-17
150,125,4.999999999999999,0.8,-1.388093380395385E-17
150,125,4.999999999999999,1.1,-1.5442532948381138E-17
150,125,4.999999999999999,1.4,-1.7004132241603024E-17
150,125,4.999999999999999,1.7,-1.856573156987957E-17
150,125,6,0.5,-1.1229598950090222E-17
150,125,6,0.8,-1.2947913438860717E-17
150,125,6,1.1,-1.4666228181312692E-17
150,125,6,1.4,-1.6384542931767818E-17
150,125,6,1.7,-1.8102857633973783E-17
150,125,7,0.5,-1.0287040036229076E-17
150,125,7,0.8,-1.2142179984083644E-17
150,125,7,1.1,-1.3997320065391332E-17
150,125,7,1.4,-1.5852460117590145E-17
150,125,7,1.7,-1.7707600118644113E-17
150,125,7.999999999999999,0.5,-9.486065891940102E-18
150,125,7.999999999999999,0.8,-1.1457842293142272E-17
150,125,7.999999999999999,1.1,-1.3429618648336992E-17
150,125,7.999999999999999,1.4,-1.5401394931814247E-17
150,125,7.999999999999999,1.7,-1.7373171170960712E-17
150,125,9,0.5,-8.811943138302435E-18
150,125,9,0.8,-1.0881938792669506E-17
150,125,9,1.1,-1.2951926514953863E-17
150,125,9,1.4,-1.502191467908809E-17
150,125,9,1.7,-1.7091903527554635E-17
150,125,9.999999999999998,0.5,-8.246826887925908E-18
150,125,9.999999999999998,0.8,-1.0399094093915594E-17
150,125,9.999999999999998,1.1,-1.2551360721240582E-17
150,125,9.999999999999998,1.4,-1.4703627470654128E-17
150,125,9.999999999999998,1.7,-1.6855894549845622E-17
150,150,0.9999999999999999,0.5,-1.774687023681503E-17
150,150,0.9999999999999999,0.8,-1.8552722839744933E-17
150,150,0.9999999999999999,1.1,-1.9358575405301676E-17
150,150,0.9999999999999999,1.4,-2.0164427974580962E-17
150,150,0.9999999999999999,1.7,-2.09702805757107E-17
150,150,1.9999999999999998,0.5,-1.6063598509983756E-17
150,150,1.9999999999999998,0.8,-1.6946003117234523E-17
150,150,1.9999999999999998,1.1,-1.782840882404394E-17
150,150,1.9999999999999998,1.4,-1.871081542717073E-17
150,150,1.9999999999999998,1.7,-1.959322266395028E-17
150,150,3,0.5,-1.4605056239592806E-17
150,150,3,0.8,-1.5614687340797244E-17
150,150,3,1.1,-1.6624318658313244E-17
150,150,3,1.4,-1.7633949989742867E-17
150,150,3,1.7,-1.8643581295343862E-17
150,150,3.9999999999999996,0.5,-1.3230934276894567E-17
150,150,3.9999999999999996,0.8,-1.4387376077381656E-17
150,150,3.9999999999999996,1.1,-1.554380703418131E-17
150,150,3.9999999999999996,1.4,-1.6700244869432853E-17
150,150,3.9999999999999996,1.7,-1.7856682756990744E-17
150,150,4.999999999999999,0.5,-1.196095243072919E-17
150,150,4.999999999999999,0.8,-1.3262487604630085E-17
150,150,4.999999999999999,1.1,-1.456402295011208E-17
150,150,4.999999999999999,1.4,-1.5865558309086443E-17
150,150,4.999999999999999,1.7,-1.71670936517459E-17
150,150,6,0.5,-1.0828767308076704E-17
150,150,6,0.8,-1.226291987528005E-17
150,150,6,1.1,-1.3697072469898161E-17
150,150,6,1.4,-1.5131225002372336E-17
150,150,6,1.7,-1.656539441883929E-17
150,150,7,0.5,-9.847568020892818E-18
150,150,7,0.8,-1.1397773654294885E-17
150,150,7,1.1,-1.2947991214101472E-17
150,150,7,1.4,-1.4498195102080625E-17
150,150,7,1.7,-1.6048399421527782E-17
150,150,7.999999999999999,0.5,-9.012459530558144E-18
150,150,7.999999999999999,0.8,-1.0661792768050697E-17
150,150,7.999999999999999,1.1,-1.2311137004818001E-17
150,150,7.999999999999999,1.4,-1.3960469329762412E-17
150,150,7.999999999999999,1.7,-1.5609801846798664E-17
150,150,9,0.5,-8.308722006347672E-18
150,150,9,0.8,-1.0041675944605376E-17
150,150,9,1.1,-1.177461955132488E-17
150,150,9,1.4,-1.3507563816409879E-17
150,150,9,1.7,-1.524050880262787E-17
150,150,9.999999999999998,0.5,-7.718171577378673E-18
150,150,9.999999999999998,0.8,-9.521264659159872E-18
150,150,9.999999999999998,1.1,-1.1324357851495895E-17
150,150,9.999999999999998,1.4,-1.3127451724180577E-17
150,150,9.999999999999998,1.7,-1.4930546042987775E-17
150,175,0.9999999999999999,0.5,-1.7594427649997258E-17
150,175,0.9999999999999999,0.8,-1.8278188958677866E-17
150,175,0.9999999999999999,1.1,-1.8961950209682058E-17
150,175,0.9999999999999999,1.4,-1.9645711423799417E-17
150,175,0.9999999999999999,1.7,-2.0329472620718375E-17
150,175,1.9999999999999998,0.5,-1.5895909456328287E-17
150,175,1.9999999999999998,0.8,-1.6645421212846126E-17
150,175,1.9999999999999998,1.1,-1.7394933952569167E-17
150,175,1.9999999999999998,1.4,-1.8144447478626745E-17
150,175,1.9999999999999998,1.7,-1.889396156189664E-17
150,175,3,0.5,-1.4410906853151036E-17
150,175,3,0.8,-1.5269723298904088E-17
150,175,3,1.1,-1.612853991221568E-17
150,175,3,1.4,-1.6987356491694247E-17
150,175,3,1.7,-1.7846188305398825E-17
150,175,3.9999999999999996,0.5,-1.3004705303516839E-17
150,175,3.9999999999999996,0.8,-1.398986588831554E-17
150,175,3.9999999999999996,1.1,-1.4975026660598937E-17
150,175,3.9999999999999996,1.4,-1.5960187523192336E-17
150,175,3.9999999999999996,1.7,-1.6945348418752982E-17
150,175,4.999999999999999,0.5,-1.1701339439536016E-17
150,175,4.999999999999999,0.8,-1.2811621459471023E-17
150,175,4.999999999999999,1.1,-1.392190370924565E-17
150,175,4.999999999999999,1.4,-1.5032185996321776E-17
150,175,4.999999999999999,1.7,-1.614246826671454E-17
150,175,6,0.5,-1.0537114762285828E-17
150,175,6,0.8,-1.176197651600071E-17
150,175,6,1.1,-1.2986838314968325E-17
150,175,6,1.4,-1.4211700059196732E-17
150,175,6,1.7,-1.5436582113063566E-17
150,175,7,0.5,-9.526641538496482E-18
150,175,7,0.8,-1.0851946436200547E-17
150,175,7,1.1,-1.2177251277088578E-17
150,175,7,1.4,-1.3502556054725186E-17
150,175,7,1.7,-1.4827878455947588E-17
150,175,7.999999999999999,0.5,-8.6655908676683E-18
150,175,7.999999999999999,0.8,-1.0076820785571762E-17
150,175,7.999999999999999,1.1,-1.1488050614002348E-17
150,175,7.999999999999999,1.4,-1.2899292382659039E-17
150,175,7.999999999999999,1.7,-1.431052152172153E-17
150,175,9,0.5,-7.939284282043637E-18
150,175,9,0.8,-9.423093836826955E-18
150,175,9,1.1,-1.090689197719274E-17
150,175,9,1.4,-1.2390690560942817E-17
150,175,9,1.7,-1.387448985495157E-17
150,175,9.999999999999998,0.5,-7.329297345241042E-18
150,175,9.999999999999998,0.8,-8.874049501618532E-18
150,175,9.999999999999998,1.1,-1.0418811279016838E-17
150,175,9.999999999999998,1.4,-1.1963563206438951E-17
150,175,9.999999999999998,1.7,-1.3508315339556229E-17
150,200,0.9999999999999999,0.5,-1.7481941053703083E-17
150,200,0.9999999999999999,0.8,-1.8072693165250203E-17
150,200,0.9999999999999999,1.1,-1.8663445356231928E-17
150,200,0.9999999999999999,1.4,-1.9254197672674408E-17
150,200,0.9999999999999999,1.7,-1.9844950128313032E-17
150,200,1.9999999999999998,0.5,-1.5771544149451966E-17
150,200,1.9999999999999998,0.8,-1.6419717050775502E-17
150,200,1.9999999999999998,1.1,-1.706789085811454E-17
150,200,1.9999999999999998,1.4,-1.7716065477534845E-17
150,200,1.9999999999999998,1.7,-1.8364240746929194E-17
150,200,3,0.5,-1.4265911880266375E-17
150,200,3,0.8,-1.5009560988549292E-17
150,200,3,1.1,-1.5753235331408993E-17
150,200,3,1.4,-1.6496884562160732E-17
150,200,3,1.7,-1.7240533825991436E-17
150,200,3.9999999999999996,0.5,-1.283468317256675E-17
150,200,3.9999999999999996,0.8,-1.3688835424769569E-17
150,200,3.9999999999999996,1.1,-1.454299007594454E-17
150,200,3.9999999999999996,1.4,-1.5397144809772985E-17
150,200,3.9999999999999996,1.7,-1.625129957636678E-17
150,200,4.999999999999999,0.5,-1.1505199078921495E-17
150,200,4.999999999999999,0.8,-1.2468960065091594E-17
150,200,4.999999999999999,1.1,-1.3432700810435238E-17
150,200,4.999999999999999,1.4,-1.4396458152109874E-17
150,200,4.999999999999999,1.7,-1.5360235181993606E-17
150,200,6,0.5,-1.0315811447514166E-17
150,200,6,0.8,-1.138008715286372E-17
150,200,6,1.1,-1.2444362863175772E-17
150,200,6,1.4,-1.3508638525326604E-17
150,200,6,1.7,-1.4572914152512925E-17
150,200,7,0.5,-9.282307984208298E-18
150,200,7,0.8,-1.043480694958422E-17
150,200,7,1.1,-1.1587335023249738E-17
150,200,7,1.4,-1.2739846405997207E-17
150,200,7,1.7,-1.3892357242031733E-17
150,200,7.999999999999999,0.5,-8.400769957243583E-18
150,200,7.999999999999999,0.8,-9.628855713821065E-18
150,200,7.999999999999999,1.1,-1.0856952666900876E-17
150,200,7.999999999999999,1.4,-1.2085037145212528E-17
150,200,7.999999999999999,1.7,-1.3313121825465348E-17
150,200,9,0.5,-7.656613413861323E-18
150,200,9,0.8,-8.948591691650419E-18
150,200,9,1.1,-1.0240580181911628E-17
150,200,9,1.4,-1.1532557457487067E-17
150,200,9,1.7,-1.282453506866158E-17
150,200,9.999999999999998,0.5,-7.031240340863841E-18
150,200,9.999999999999998,0.8,-8.376928134092506E-18
150,200,9.999999999999998,1.1,-9.722615516026213E-18
150,200,9.999999999999998,1.4,-1.106830358382625E-17
150,200,9.999999999999998,1.7,-1.2413992249559304E-17
